Name,Area: CAB17BM01.raw (F9),Area: CAB17BM02.raw (F10),Area: CAB17BM03.raw (F11),Area: CAB17BM04.raw (F12),Area: CAB18B01.raw (F17),Area: CAB18B02.raw (F18),Area: CAB18B03.raw (F19),Area: CAB18B04.raw (F20),Area: CAB18CAL01.raw (F21),Area: CAB18CAL02.raw (F22),Area: CAB18CAL03.raw (F23),Area: CAB18CAL04.raw (F24),Area: CAB19CALA01.raw (F33),Area: CAB19CALA02.raw (F34),Area: CAB19CALA03.raw (F35),Area: CAB19CALA04.raw (F36),Area: CAB19CALB01.raw (F37),Area: CAB19CALB02.raw (F38),Area: CAB19CALB03.raw (F39),Area: CAB19CALB04.raw (F40),Area: CAB20CAL01.raw (F65),Area: CAB20CAL02.raw (F66),Area: CAB20CAL03.raw (F67),Area: CAB20CAL04.raw (F68),Area: CCALP.raw (F91),Area: CAB19FRAA01.raw (F41),Area: CAB19FRAA02.raw (F42),Area: CAB19FRAA03.raw (F43),Area: CAB19FRAA04.raw (F44),Area: CAB19FRAB01.raw (F45),Area: CAB19FRAB02.raw (F46),Area: CAB19FRAB03.raw (F47),Area: CAB19FRAB04.raw (F48),Area: CAB20FRAA01.raw (F69),Area: CAB20FRAA02.raw (F70),Area: CAB20FRAA03.raw (F71),Area: CAB20FRAA04.raw (F72),Area: CAB20FRAB01.raw (F73),Area: CAB20FRAB02.raw (F74),Area: CAB20FRAB03.raw (F75),Area: CAB20FRAB04.raw (F76),Area: CFP.raw (F92),Area: CAB17HP01.raw (F13),Area: CAB17HP02.raw (F14),Area: CAB17HP03.raw (F15),Area: CAB17HP04.raw (F16),Area: CAB18HP01.raw (F29),Area: CAB18HP02.raw (F30),Area: CAB18HP03.raw (F31),Area: CAB18HP04.raw (F32),Area: CAB19HPA01.raw (F53),Area: CAB19HPA02.raw (F54),Area: CAB19HPA03.raw (F55),Area: CAB19HPA04.raw (F56),Area: CAB19HPB01.raw (F57),Area: CAB19HPB02.raw (F58),Area: CAB19HPB03.raw (F59),Area: CAB19HPB04.raw (F60),Area: CAB20HP01.raw (F81),Area: CAB20HP02.raw (F82),Area: CAB20HP03.raw (F83),Area: CAB20HP04.raw (F84),Area: CAB21HP01.raw (F85),Area: CAB21HP02.raw (F86),Area: CAB21HP03.raw (F87),Area: CAB21HP04.raw (F88),Area: CAB15HPN01.raw (F1),Area: CAB15HPN02.raw (F2),Area: CAB15HPN03.raw (F3),Area: CAB15HPN04.raw (F4),Area: CAB16HPN01.raw (F5),Area: CAB16HPN02.raw (F6),Area: CAB16HPN03.raw (F7),Area: CAB16HPN04.raw (F8),Area: CAB19HPN01.raw (F61),Area: CAB19HPN02.raw (F62),Area: CAB19HPN03.raw (F63),Area: CAB19HPN04.raw (F64),Area: CAB19HC01.raw (F49),Area: CAB19HC02.raw (F50),Area: CAB19HC03.raw (F51),Area: CAB19HC04.raw (F52),Area: CAB18HCH01.raw (F25),Area: CAB18HCH02.raw (F26),Area: CAB18HCH03.raw (F27),Area: CAB18HCH04.raw (F28),Area: CAB20HCH01.raw (F77),Area: CAB20HCH02.raw (F78),Area: CAB20HCH03.raw (F79),Area: CAB20HCH04.raw (F80),Area: QCC1.raw (F105),Area: QCC2.raw (F106),Area: QCC4.raw (F108),Area: QCC5.raw (F109),Area: QCC6.raw (F110),Area: QCC7.raw (F111)
3-Hydroxybenzoate,9605385.851,10713469.89,10704895.92,11312778.5,19685225.89,23165425.85,20218213.38,23953820.72,7960329.315,7958604.622,7647336.682,7726806.89,8132106.263,7246063.726,8532087.398,7611697.836,7682923.259,7198888.943,7436649.479,9101164.478,12369875.76,11541518.96,11762639.73,11276296.75,9056976.921,14686893.78,13936804.68,14630949.97,13087962.97,10802443.13,9410787.281,10520568.63,8787884.752,10245463.22,9716327.997,9980619.389,9812191.4,12451956.0,12029040.98,12008179.23,12018304.42,12587146.81,8705395.451,8209986.435,8369860.197,8151979.418,11196714.29,10076054.08,10309163.76,10950576.94,14630349.36,13787653.87,15497660.16,12863520.22,10785930.2,11161084.03,10144240.67,9815151.136,16527401.22,16770776.83,16939597.91,18640545.92,33074069.94,36454107.54,32436405.89,34474258.94,6663780.886,6831366.178,7052904.048,6350158.37,15904283.09,20162253.0,16061043.0,16426426.59,19375052.71,24261465.5,20478039.54,22648990.88,23523283.39,23460154.59,23723645.78,23067856.02,14380422.79,12454013.55,13477778.15,13442717.79,9376514.07,9465847.406,9904492.248,9645881.135,14746407.17,13775556.22,16012758.15,14629006.49,15469172.93,16622038.94
"1-[2-(3-Hydroxy-1-propen-2-yl)-2,3-dihydro-1-benzofuran-5-yl]ethanone",16035974.24,16636124.94,15855398.03,16370074.81,17224848.78,17947140.98,16491909.53,18232738.99,17760856.63,18026096.5,17773417.47,18483297.45,13522176.43,12844952.45,14299792.92,13683698.7,11717181.97,11020651.22,12001234.49,12224185.04,8718769.126,8778602.452,8688103.564,8438795.765,12832040.25,11025368.74,10360114.8,11051736.54,10234521.0,10408008.75,10183222.22,10621553.62,9607365.639,11997520.44,11461576.12,12002781.8,11848616.23,14529264.64,12852422.47,14103253.91,12900603.74,12557066.97,20262983.31,19501209.73,20360276.78,18930226.83,31715098.43,30005436.4,30785428.1,30564030.05,33226771.21,32777712.04,33508817.9,31863967.42,32709943.07,32860521.99,33090378.68,33062551.06,23024581.45,24348379.81,23641568.22,25254586.43,36076672.51,35151131.49,34415472.97,35350856.73,11190073.92,10887012.45,11373405.94,10153874.93,14516661.86,14405337.08,13811694.92,14580922.19,20057233.84,21132794.76,20380384.59,20368056.17,26220540.29,26460354.85,26267953.66,26212190.22,25527046.36,25045313.44,25371811.47,24627213.22,24134005.37,23959841.99,24834159.65,24291094.33,21968070.85,19442091.27,20521345.33,20687434.22,19361170.44,19952665.77
5-Acetamidovalerate,21126073.1,19891633.79,14800334.5,13680713.39,24661679.52,24642025.01,24495931.35,24014484.01,13982608.73,18824513.49,19072569.94,19075999.9,16565722.52,10901659.42,17137984.42,18982214.68,18943656.97,18182532.16,19076627.24,17306520.63,16595494.2,17336635.97,9853607.744,16301650.88,17190428.85,15985052.17,15497722.09,15214190.93,16032589.07,16275967.15,16116807.73,16317325.98,16263391.26,14932925.37,15122615.61,15645759.94,15054119.06,16049288.76,16028824.11,15473796.61,15468153.45,15313938.71,25090614.55,27101140.42,26019073.92,16194473.92,29578054.52,22689898.09,20954808.02,30565517.76,6677456.857,21937073.38,26202278.51,20978319.77,25356868.98,31789362.15,13218278.74,11877850.45,24902316.64,25746601.51,23348455.91,24204009.36,24565579.17,23189187.74,22002191.39,20783584.36,30017025.26,19559452.54,31255615.67,31753928.38,26712097.1,26144990.82,25149764.22,26431112.04,24537627.06,26675855.61,24077019.55,24962113.47,22898372.94,24371088.57,21188088.71,18338047.6,28955771.71,28549778.99,28035555.07,29954441.97,27675413.64,27998018.85,34524405.78,27194671.35,16027675.63,20982026.59,16387012.03,25676789.66,16643614.15,24975196.97
(2Z)-N-(4-Aminobutyl)-3-(4-hydroxy-3-methoxyphenyl)acrylamide,9470517.487,10064911.54,9616005.932,9766561.285,20522538.27,20830868.72,20629459.25,20514279.1,17244285.4,18085745.78,17391054.5,17860999.0,12977047.3,12445636.14,13256326.75,12614773.62,5860959.257,5767304.307,6377757.538,6266755.711,23809890.54,22500545.26,22899987.95,22639183.59,15272055.67,20061636.36,19556139.97,20255630.73,19881419.8,15547314.12,15305537.36,15559454.37,14876445.14,20297043.83,19733328.25,20734769.14,19452182.14,10735986.38,11485176.82,11127419.99,11025194.81,16844964.89,21845633.74,20398919.26,21799421.56,21027354.12,28037491.4,27652275.61,27897972.42,27285101.59,9762741.577,9312522.122,9863793.467,9687361.235,23424476.76,23239603.1,23140896.32,25985795.27,25936027.85,26627463.76,26707140.51,27134553.69,33555123.97,32609238.96,29884766.57,31569638.14,6210563.107,6763433.358,6694730.522,6769876.261,2312509.368,2239330.941,2331941.114,2431215.473,4104492.399,4488473.009,4454397.496,4440820.989,11160925.23,11058718.27,11690741.69,10999044.37,4313159.383,4058839.164,4182021.963,3767274.197,29359884.82,28152215.5,28165093.13,27509069.84,14975421.14,15082386.22,16910400.02,17340507.03,15216841.15,16525352.26
Acetophenone,22807291.79,25901808.57,23488936.21,25700950.94,12824256.38,11933714.11,12794918.76,13335982.61,20933857.81,20998954.18,20124195.42,21575462.43,21081835.64,19008944.7,22824532.51,20845129.62,18917034.64,18516335.87,17976509.19,19375934.97,19108373.81,16468565.64,17076392.72,16867421.34,20052194.53,24676745.83,22564719.08,25263599.04,20390415.67,27980889.14,26530410.3,28737568.84,27584767.2,26960048.69,27166972.64,29294922.89,28133450.83,29964860.14,28405339.59,15485295.97,15841253.23,28009660.56,26346449.16,24670301.62,26571401.16,24469094.44,3299635.684,9937098.496,10521400.24,12126258.0,15215717.15,6828908.802,15274796.37,14770155.33,16916673.41,18124790.54,17424943.49,17756029.87,14777905.58,15838693.85,13032049.93,14950642.77,12351784.67,14572016.99,13936736.51,14134329.04,23383282.7,22932137.26,24508605.71,23122799.87,20253003.07,20088196.43,21097627.93,21139392.67,19497150.31,21253695.7,20475309.17,10851915.3,28728989.11,28527392.04,30325215.59,30067865.73,33369951.55,30134655.42,31939780.85,32422375.86,28855824.1,27246384.34,21650716.68,27663313.37,21039105.91,22340485.21,25583189.14,23815243.17,24668795.11,26503364.69
NP-011220,11723522.41,10980010.19,11320876.07,10243305.8,13874164.75,13965851.65,14486456.76,13778377.33,14616611.99,13705444.72,14016453.35,14052350.03,6587193.196,7042061.109,6900783.064,6714495.543,7290170.269,7716631.846,7383357.318,7541309.562,9415422.718,9906779.157,9131830.082,9039456.499,10212058.88,14052926.86,14090928.02,14017680.04,14595281.55,15555446.28,15803687.28,15306640.79,15221650.18,13622949.84,14541032.79,13605510.44,14550766.64,4905981.889,5312819.165,4996761.55,5230439.821,11864272.4,27469388.39,29523773.54,28587642.42,28715024.38,32179935.06,32079843.97,33081355.84,30356227.16,7049922.807,7513628.204,7318354.814,7169170.185,17182861.48,17427392.6,18001345.08,17093096.86,16220190.23,15337280.28,16352892.9,15674939.9,14295001.73,12647284.37,12745635.79,12421836.85,10299147.24,11143850.53,10095927.81,10539918.47,4280900.819,4383151.214,4121166.184,4003190.337,3887268.852,4202698.533,3942903.966,4099495.65,8823528.506,9047463.848,9128264.957,9204452.337,16224612.12,17128409.7,16158034.81,17418281.49,10277429.99,10809298.9,10715395.04,10762959.02,13483864.2,12221900.76,13154936.54,13923884.11,12455140.78,11764678.42
3-(4-Hydroxyphenyl)lactate,15230020.97,13242955.4,15000242.98,12791978.08,4690221.191,3831881.717,4737623.765,3866536.782,6469443.473,5055618.578,6506094.091,5052602.694,13460301.2,15623560.39,13444876.56,14901336.1,6651426.083,7859348.258,7224456.305,7076010.252,7174632.563,8123613.842,6871844.433,8199285.812,9165814.228,2661128.539,2620337.688,2698848.934,2469310.961,4004070.739,4883779.964,3616390.127,4556682.403,2843451.287,3370363.172,2829722.009,3520851.544,3493380.423,4234271.342,3759620.094,4666454.12,3361636.06,4759196.348,6464640.21,5025448.941,6760159.662,6505872.922,8079490.719,8059484.162,6528688.375,26015201.42,30284675.79,27147935.33,28293209.96,5878778.676,5169419.28,6023591.22,4719769.813,6848956.36,5644937.598,6614504.865,6137139.75,7799176.34,6406437.488,7377704.913,7247785.747,5159850.163,6517146.258,5192738.566,6504162.397,6527304.701,5141863.827,6199025.567,5514642.336,16160622.67,13917350.47,16636760.17,13302447.09,10331593.26,11845391.19,11114986.45,12073116.25,6219405.571,6829102.73,6375992.757,7460498.436,7375400.563,8569838.288,7653125.374,8634566.28,9042410.241,8836881.401,9830291.466,9476181.66,10115982.6,8718589.694
N~6~-Octanoyllysine,9196591.148,9539657.572,9182851.367,8996180.901,16141147.72,17036749.21,16980199.57,15739952.7,10386415.47,9799937.605,10372983.49,9127195.889,5415591.832,6076956.684,5639489.31,5898741.142,2987042.829,3337698.375,3217838.987,3061441.473,7464263.235,7863735.169,7093111.948,7675083.799,6933811.245,11631847.18,11970448.24,11082737.83,11731751.51,12668457.67,13321345.79,13059526.26,13100659.69,11119195.71,11745128.46,11220684.33,11923483.9,5481825.794,5669881.062,5154832.876,5520784.256,9753922.179,24401417.89,23934008.16,23132683.92,24417485.41,29104601.04,29372442.65,29889813.96,28818867.72,6787017.455,6824094.255,6516841.045,7179712.975,16744015.37,16029268.31,16440119.02,15949908.49,14728668.54,13757033.01,15160577.05,13887970.89,20392706.92,20430137.72,21373039.24,19840275.87,3927451.562,4280174.967,4094612.234,4370470.833,4696200.992,4796231.778,4416720.875,4401138.852,2923756.444,2878519.89,3347012.027,3044305.153,7483808.666,7930735.83,7977074.533,7507091.799,7317074.086,7588965.308,7479605.053,6984440.624,14443404.0,14792256.53,14741748.22,14630149.55,12127649.72,11249746.7,12525923.07,12139366.56,9563980.38,9090325.36
(2E)-N-(4-Amino-2-hydroxybutyl)-3-(4-hydroxy-3-methoxyphenyl)acrylamide,22757722.97,21853158.11,21880191.11,20849689.5,20800987.45,21232055.36,20943423.65,20593395.36,16923618.35,16923024.9,16329784.43,16492703.62,6713874.503,6672990.77,6933408.297,6672684.663,7072966.374,7145439.676,7089625.79,7426746.398,3804781.195,3967491.77,3876497.867,3929732.681,8826261.458,9660296.799,9415983.361,9524724.673,9862862.227,14745113.8,15659797.69,15435653.89,15357303.06,6471145.746,6419816.305,6236007.292,6492588.711,4894620.843,4944394.277,4862332.905,4844900.968,9099370.601,12111821.7,11739663.06,12236821.16,11537837.38,19735005.79,18803683.47,19642583.83,18843001.21,8359119.795,8337107.772,8581528.372,8370981.363,18742974.81,19010992.97,18575736.44,17766849.68,7611668.977,6978473.678,7446549.797,7247676.603,7186357.202,6822739.206,6680723.505,6446807.404,9638543.799,10165147.73,9141709.455,9484561.598,8666691.772,8375754.197,3110610.018,8364580.933,7042143.856,6775741.16,7096916.458,6567021.802,28425583.57,28440983.31,28115159.75,29738642.35,13102873.84,13139063.99,13197171.53,13088008.17,12432002.5,12764333.21,12700321.53,12236046.23,18584720.2,16705072.95,18590658.5,18804441.94,10256313.84,10564524.34
Palmidin A,6810876.134,7890327.059,7424568.995,7750007.553,14731685.3,16705965.02,14835735.92,15822414.25,14956546.51,25508822.66,15350246.61,25719434.15,13408919.17,10428568.29,13039851.41,11232533.23,10209386.31,6537799.366,10922662.08,7136796.306,20199560.72,11996500.87,20383546.11,12700691.18,11183942.77,21499251.11,11161701.67,13971040.66,12375029.28,8599784.505,6759805.908,12065391.79,7110101.985,16236967.69,8987242.403,10980053.6,9614773.426,29222935.84,18073376.54,29564762.75,16966796.8,20415268.17,10595754.49,8418956.988,10699393.45,8476091.967,13666398.14,10232460.91,10265757.69,11995997.39,6198504.729,3322934.547,5895988.155,3062308.283,10974261.79,21868460.78,12067211.81,11543181.99,12638108.38,15700508.21,14304244.79,17524669.34,7946612.34,8221225.066,8195072.597,9348886.582,3506436.276,3368947.835,4193139.805,3892435.249,6552802.855,7583516.695,6797375.077,7627225.597,8201307.19,9483765.861,7841030.231,8825121.679,20345710.36,18437088.82,19820868.33,16741259.23,8567517.396,7445183.332,8810158.162,7315980.538,9877185.166,8898572.023,9245545.166,8610073.874,10445712.61,9835501.423,10493606.31,11188216.25,12939913.9,15166970.08
Glutarate,7522393.786,8021776.443,7898879.016,6817761.06,12967699.83,13706373.55,13055428.35,14265224.7,17791697.32,19047579.53,17586684.1,18532675.92,13419416.21,12346296.8,13257771.71,11426508.84,10751629.1,10609227.7,11037101.82,12178304.84,13484199.49,13609945.76,14114461.1,12449185.9,14814231.95,13112733.13,12588769.97,12782647.78,12793152.33,15023887.5,14435954.8,16160437.93,13907108.69,18017546.37,16522997.12,17261237.98,16808524.65,10993832.28,9108531.897,10195854.32,10261562.04,14600817.16,17183596.24,16910360.53,17519262.35,16128006.11,20888389.24,20874310.33,18932840.81,19331188.17,6879908.578,7002992.694,6291836.319,6267622.883,20353390.15,20582794.86,17949851.19,20420523.1,12425982.16,13183005.85,12565900.89,12211949.14,9362791.837,9864751.342,8518352.148,10499707.31,28119000.55,25855865.16,28872715.21,27718540.6,12494194.74,12097322.5,12420782.36,12404105.15,8545468.425,8040156.405,7840380.607,7596138.338,5680213.12,5837184.617,5520605.744,5304466.181,11450226.35,10100888.51,10879915.11,10874960.38,11179376.44,10178565.24,10940740.7,10405890.79,13585237.86,11003004.86,11380726.96,13169508.8,13434645.86,14462264.57
Butyric anhydride,15956422.16,15874908.01,16841963.94,15035530.79,11734719.66,11772268.59,11469375.22,11667305.81,17020691.23,17077339.22,18177166.38,17120599.67,13329006.16,13415132.1,14104218.64,13862105.36,12502227.51,13015164.52,12889041.58,12692101.97,12339206.44,10233662.24,12125905.09,12174102.05,14604752.39,8349240.223,8748787.414,8475426.097,8687279.811,11423327.4,11915979.8,11439818.44,10107115.87,11145662.41,11146060.68,11008290.13,11384569.24,10830968.22,10057841.17,10486248.15,10834684.88,10064630.61,21626894.23,21154381.29,20571693.67,22042639.81,20792033.17,20774709.45,21837504.46,21198426.45,12839527.32,12456787.81,12524957.51,10864126.55,18360109.06,18246220.22,19476145.53,18173437.4,8735775.319,8087361.137,9035289.919,8374690.095,4770863.767,5669058.689,5318416.407,5359521.795,21766625.27,22607656.81,22259419.11,23117453.81,28286369.19,27353293.06,27094582.0,27040988.82,16791901.75,17240834.11,17920189.39,17070377.85,12505064.68,12405573.17,12134043.46,12516534.47,21753744.97,23190417.57,22872357.63,19970983.99,16586013.74,17206284.56,16304578.54,16611474.17,18686019.17,14570563.02,14763068.67,15265100.88,15938647.34,15701772.19
Mesaconate,18106205.43,20501948.17,17919997.11,18392231.53,13952421.31,14540406.58,14050642.24,15498166.86,22925065.64,24209519.11,21904882.19,24623894.05,16980433.47,14802067.15,17367240.62,15270297.01,21539609.29,18978626.5,20074172.18,20049169.46,19861130.69,16867893.71,19473446.01,16609077.71,18749136.39,10521676.46,8619840.909,9628978.547,8848037.473,12664849.4,10638612.04,12442561.8,10868519.42,13016696.83,11348149.86,12897759.92,10698808.8,10704071.67,8711223.015,10615521.21,8293571.979,10350576.09,18604784.16,17334338.04,19041882.63,16541429.1,26354861.2,24587873.24,22475040.29,28047858.49,19182825.32,16817223.2,18605745.09,16272442.93,20656328.28,21845077.99,21170447.9,20112116.1,13802435.39,15207248.67,13389421.75,15996318.83,12634103.88,13784960.99,11460050.94,13689716.16,24316619.98,24406476.69,25209761.3,23217687.27,19415027.68,20871624.29,19809674.35,19208511.06,16594785.41,17423444.14,17502344.12,17109431.59,12650074.7,11748320.98,11647502.82,11263775.59,24035060.84,21643128.19,25728982.3,23141952.78,16287078.86,17479470.02,15889701.35,15676945.23,18668840.64,15308510.63,17486766.26,16573779.65,18671418.65,19190122.45
Succinyladenosine,7352465.839,7333345.049,7379969.122,7405936.759,11668115.03,11286555.07,11481253.86,11971066.58,12363584.0,12418603.94,11882988.2,12481623.27,8800035.068,8941607.105,9142482.162,8603653.16,4654713.426,4763003.029,4922026.246,4798390.158,20438117.62,20605572.34,20394126.18,20040829.31,11847942.8,6980217.346,6451624.588,6870860.965,7063602.686,9438830.575,9816771.9,9795029.812,9316320.7,7068923.491,7418361.412,7395961.378,7266582.068,8201917.924,8099957.873,8448487.229,7809336.974,7927744.807,19594809.65,19783652.83,19442507.88,19302453.1,27570205.28,26486559.7,26056861.7,26549634.65,1855862.122,1962004.914,1794579.398,2059597.102,9414059.858,9482982.257,9287235.061,10451370.74,11196970.3,10917087.07,10875082.49,11410152.05,16103476.23,15346603.81,14903815.91,15325880.85,8421159.259,8696775.721,8523943.776,8974527.005,3688051.616,3403730.048,3491095.766,3345935.59,4825112.848,4914478.618,5177881.017,5174040.223,4251912.667,4235593.493,4512408.744,4343315.041,2323057.532,2665460.604,2548385.175,2511580.211,4820254.912,4695250.34,4675024.152,4898665.628,8171971.03,8184537.104,9665200.642,9714236.394,9690150.379,9653377.499
NP-016455,4480270.224,4755387.137,4237208.898,4547118.618,16708646.62,16734920.28,16560635.55,16587616.41,12351833.12,12869556.15,12408171.78,12543874.26,8996386.212,8654425.633,9015987.952,8915134.037,6535537.636,6326960.324,6404853.696,6435931.357,15348070.41,14624341.5,15770528.75,14762600.74,10523665.09,20548403.32,21115865.39,21967837.92,20786471.28,17856758.59,17638159.13,17483005.7,18074014.29,20866522.92,19300876.25,20085475.58,20273425.85,8940095.696,9193529.209,9275595.807,8907116.617,17304598.24,20764068.3,20245695.45,20850002.79,20572713.04,24018634.28,24106033.14,24600494.36,25016868.33,7938166.411,7844271.823,8133969.058,7531386.17,17840099.13,18166159.16,17762889.07,20333053.76,22809862.0,22056902.3,22691006.13,23543390.62,25690906.71,25900566.83,25060573.55,26573500.98,7073309.433,7056386.219,7308903.195,6927153.109,3448141.001,3982747.577,3497467.586,3687055.676,3756757.077,4596089.225,4359231.192,3842950.122,10756693.13,10947729.71,10967506.38,11655434.52,2694437.585,2839087.729,2711966.26,2792744.522,13681302.27,12916814.34,13921548.0,13610799.78,11811937.41,11045809.9,11877503.45,12111494.45,12387242.2,13331970.1
?-Aspartylleucine,8715302.748,8997296.047,8354823.827,8450556.37,16154081.96,16541454.98,16341806.32,15945943.76,12987460.5,13230331.47,12727138.06,13257628.12,9205449.023,8918454.865,9411507.689,8601216.914,6681389.014,6796741.391,6589168.228,7248175.157,13086741.87,12527387.5,12600911.48,12462993.06,11094513.14,15622642.96,15882749.93,14973236.3,16001036.71,14586353.26,14531978.72,14678723.72,13751779.39,14953254.38,15012492.17,15409921.84,15570042.19,7027464.085,6748235.453,6829338.007,6834216.22,13064005.08,19238730.37,18678274.72,18872950.99,19449615.92,23871784.39,23128329.07,23388818.92,23785612.55,7822999.126,7882321.71,7638471.44,7726166.371,15551785.33,15663153.8,15439223.18,17304750.57,20308492.57,19325589.22,19396190.92,20061558.18,25619429.55,24314107.38,23641744.59,24776796.68,4249744.394,4770210.339,4985189.339,4609065.562,4094220.68,4116622.843,4175973.201,4103534.855,4530377.1,4181061.724,4581919.579,4500268.467,9776154.094,9374814.029,9457569.346,10388882.36,10931768.95,10677520.59,11750966.09,10773374.06,15757502.55,15421902.52,14971526.99,14921381.68,11282295.75,11530269.93,12992054.51,13644496.27,13094476.43,13531697.93
Palmidin A,6274853.318,6809892.012,6284723.257,6760078.236,14112322.48,15770885.03,13460051.14,13828334.84,16139849.11,17973402.62,16535344.36,16158116.84,14792939.16,12405789.56,15839690.65,12470875.48,9058398.651,7678930.361,9278539.084,9355171.351,14133217.0,12563586.88,14412409.23,12343942.46,13227091.65,16818319.44,13395319.85,25484664.98,13902864.54,18180675.5,11273881.32,18032499.54,10467188.01,20154057.33,11437219.05,14319537.66,11979190.9,18291969.12,19663135.92,19867276.22,19706404.89,25375171.41,11743409.55,10289543.26,12152589.97,10730993.28,14682776.59,12664270.81,12451860.99,12768485.74,4116856.164,3545409.262,5876499.782,3484799.554,14159538.89,17282208.32,14812156.13,14612116.1,13549921.93,16852798.74,15323304.85,18031407.81,10757327.84,17794550.68,10954307.27,12570014.76,5755170.019,4514993.966,5735030.197,4277136.64,8324287.271,8619324.882,8603492.525,9942129.06,7301591.592,9581642.639,8008037.518,7118224.104,18132926.03,16473515.62,17062391.13,17199993.31,11259443.69,8546930.875,10806341.81,9318904.384,8881899.593,7099008.22,9928485.238,7187367.934,9912042.146,9790708.473,10281739.46,11752519.27,15628933.33,18035399.6
DL-Carnitine,8202127.706,6152571.309,5282442.63,5653720.33,6589038.619,7612496.571,6387605.156,8562500.343,4870875.656,7515612.321,6030984.109,6520061.096,6929225.292,4692090.161,5537258.484,4678300.875,5181904.767,4556899.036,6039228.301,5915008.551,5940596.297,4700188.977,5505362.467,4689007.693,5495012.968,5618068.469,6322574.749,6102727.771,4640122.645,5930580.316,6040217.179,6075347.619,6051234.164,5399772.066,4863707.991,4930692.399,4406703.219,5427475.244,3927438.62,4491515.317,3771464.222,6014781.151,6459521.069,4936395.465,4862586.147,4408580.748,8454244.275,8029061.43,7794514.433,8740737.347,8792488.792,7476906.68,7574190.507,6108520.985,6286786.745,7125696.502,5714207.955,4698277.187,6476459.288,7407670.916,6772991.728,7356964.763,8567136.205,10736370.08,9607438.068,8833594.87,10561906.94,7051516.555,7795148.51,7466866.985,8395717.029,8826518.443,8282884.94,8876489.069,7789083.27,10113336.86,8684052.055,11154231.58,16838222.42,15602158.86,11920433.73,14836976.06,23575179.89,16602405.15,19407847.23,18881422.95,22030218.22,22522445.71,23074832.89,24616227.59,7183445.897,8135855.202,7331106.777,9322754.503,9091518.534,10294669.8
"N-Succinyl-L,L-2,6-diaminopimelate",7111787.627,6364607.057,7005623.368,6802864.79,11625104.98,11117087.76,11721645.04,11072261.17,8053926.049,7590432.299,7833711.018,7840352.491,5900978.239,5937160.401,6016817.362,5847688.047,5180647.371,5666831.751,5429969.891,5536122.679,7529064.399,8212559.516,7907184.771,8111418.142,7164911.008,6137185.635,6458806.922,6330245.812,6578200.513,7170007.619,7406294.149,6758790.186,7173069.597,6549193.717,6845847.63,6674390.221,7206793.868,4164409.826,4112294.315,3715153.238,4228064.742,6309399.564,16115626.01,16319429.33,16441139.48,16308253.41,22399459.2,22315771.45,22617795.48,21574818.66,7615727.182,7228806.854,7390836.071,7593718.623,11505807.15,11557159.99,11953674.68,9662050.742,11880379.09,11220858.9,12233611.84,11657261.63,13429163.25,13079997.91,12504631.26,11884918.62,10775543.54,11109173.87,11029776.6,10418505.04,7253212.252,7528607.865,7290434.502,7375813.785,6736979.926,6345848.24,6716948.968,6224468.999,4984635.274,5223039.972,5229522.212,5602168.048,8837785.427,8925555.811,9032352.23,9350623.269,7568384.528,8001395.23,7693018.994,7782998.826,8350433.121,8466810.796,9664627.051,9635001.499,9304980.397,8936144.339
5-(2-Hydroxyethyl)-4-methylthiazole,11658902.09,11789016.49,12283136.18,11803854.09,19929911.02,19487885.4,19812670.97,19107602.69,13785498.25,12769782.62,12715220.71,13575526.45,9256883.708,8663290.944,8413308.739,8453917.995,7150582.625,6965170.854,7443619.559,7136777.481,9187917.394,10157737.57,9299841.186,9606295.594,10583959.71,18759322.62,19134855.66,18982763.2,18433147.73,5469781.622,5503660.743,5465241.559,5389016.484,7171400.287,7700163.094,7435806.324,7442869.77,4694053.315,5171288.652,4568422.097,4793874.936,9113654.899,13555437.65,13619687.24,14413922.66,13986328.62,20149592.34,22039359.19,21142374.44,21464477.21,8131463.385,8140262.174,7818824.752,8208842.123,17255207.14,16733787.43,17827247.28,14166666.44,12280468.79,12054233.86,11876279.48,11347898.91,12800633.28,12098514.99,12606970.34,11917514.58,8408657.487,9247121.733,8703323.625,9275399.836,4686251.144,4584658.99,4644270.191,4125454.484,7072607.799,7145745.593,7414893.649,6774432.5,14172308.58,13820565.91,14325961.01,15537499.7,8568808.717,9127749.143,8625794.132,8129329.624,16261184.16,16459245.82,16099955.02,16590548.11,13184278.44,12372754.23,14389283.09,13936696.09,12127178.44,12135586.26
